Day,Site,Product,Reseller,Quantity
8,24,Flavour,A,0
8,24,Flavour,B,0
8,24,Flavour,C,0
8,24,Flavour,D,0
8,25,Sugar,A,0
8,25,Sugar,B,0
8,25,Sugar,C,0
8,25,Sugar,D,0
8,25,PowderMilk,A,0
8,25,PowderMilk,B,0
8,25,PowderMilk,C,0
8,25,PowderMilk,D,0
8,25,Flavour,A,0
8,25,Flavour,B,0
8,25,Flavour,C,0
8,25,Flavour,D,0
8,26,Sugar,A,0
8,26,Sugar,B,0
8,26,Sugar,C,0
8,26,Sugar,D,0
8,26,PowderMilk,A,0
8,26,PowderMilk,B,0
8,26,PowderMilk,C,0
8,26,PowderMilk,D,0
8,26,Flavour,A,0
8,26,Flavour,B,0
8,26,Flavour,C,0
8,26,Flavour,D,0
8,27,Sugar,A,193
8,27,Sugar,B,0
8,27,Sugar,C,0
8,27,Sugar,D,0
8,27,PowderMilk,A,162
8,27,PowderMilk,B,0
8,27,PowderMilk,C,0
8,27,PowderMilk,D,0
8,27,Flavour,A,41
8,27,Flavour,B,0
8,27,Flavour,C,0
8,27,Flavour,D,0
8,28,Sugar,A,0
8,28,Sugar,B,0
8,28,Sugar,C,0
8,28,Sugar,D,0
8,28,PowderMilk,A,0
8,28,PowderMilk,B,0
8,28,PowderMilk,C,0
8,28,PowderMilk,D,0
8,28,Flavour,A,0
8,28,Flavour,B,0
8,28,Flavour,C,0
8,28,Flavour,D,0
8,29,Sugar,A,0
8,29,Sugar,B,0
8,29,Sugar,C,0
8,29,Sugar,D,0
8,29,PowderMilk,A,0
8,29,PowderMilk,B,0
8,29,PowderMilk,C,0
8,29,PowderMilk,D,0
8,29,Flavour,A,0
8,29,Flavour,B,0
8,29,Flavour,C,0
8,29,Flavour,D,0
8,30,Sugar,A,27
8,30,Sugar,B,0
8,30,Sugar,C,0
8,30,Sugar,D,0
8,30,PowderMilk,A,31
8,30,PowderMilk,B,0
8,30,PowderMilk,C,0
8,30,PowderMilk,D,0
8,30,Flavour,A,0
8,30,Flavour,B,0
8,30,Flavour,C,0
8,30,Flavour,D,0
9,1,Sugar,A,0
9,1,Sugar,B,0
9,1,Sugar,C,0
9,1,Sugar,D,0
9,1,PowderMilk,A,0
9,1,PowderMilk,B,0
9,1,PowderMilk,C,0
9,1,PowderMilk,D,0
9,1,Flavour,A,0
9,1,Flavour,B,0
9,1,Flavour,C,0
9,1,Flavour,D,0
9,2,Sugar,A,0
9,2,Sugar,B,0
9,2,Sugar,C,0
9,2,Sugar,D,0
9,2,PowderMilk,A,0
9,2,PowderMilk,B,0
9,2,PowderMilk,C,0
9,2,PowderMilk,D,0
9,2,Flavour,A,0
9,2,Flavour,B,0
9,2,Flavour,C,0
9,2,Flavour,D,0
9,3,Sugar,A,0
9,3,Sugar,B,0
9,3,Sugar,C,0
9,3,Sugar,D,0
9,3,PowderMilk,A,0
9,3,PowderMilk,B,0
9,3,PowderMilk,C,0
9,3,PowderMilk,D,0
9,3,Flavour,A,0
9,3,Flavour,B,0
9,3,Flavour,C,0
9,3,Flavour,D,0
9,4,Sugar,A,0
9,4,Sugar,B,0
9,4,Sugar,C,0
9,4,Sugar,D,0
9,4,PowderMilk,A,30
9,4,PowderMilk,B,0
9,4,PowderMilk,C,0
9,4,PowderMilk,D,0
9,4,Flavour,A,12
9,4,Flavour,B,0
9,4,Flavour,C,0
9,4,Flavour,D,0
9,5,Sugar,A,0
9,5,Sugar,B,0
9,5,Sugar,C,0
9,5,Sugar,D,0
9,5,PowderMilk,A,0
9,5,PowderMilk,B,0
9,5,PowderMilk,C,0
9,5,PowderMilk,D,0
9,5,Flavour,A,0
9,5,Flavour,B,0
9,5,Flavour,C,0
9,5,Flavour,D,0
9,6,Sugar,A,0
9,6,Sugar,B,0
9,6,Sugar,C,0
9,6,Sugar,D,0
9,6,PowderMilk,A,0
9,6,PowderMilk,B,0
9,6,PowderMilk,C,0
9,6,PowderMilk,D,0
9,6,Flavour,A,0
9,6,Flavour,B,0
9,6,Flavour,C,0
9,6,Flavour,D,0
9,7,Sugar,A,0
9,7,Sugar,B,0
9,7,Sugar,C,0
9,7,Sugar,D,0
9,7,PowderMilk,A,0
9,7,PowderMilk,B,0
9,7,PowderMilk,C,0
9,7,PowderMilk,D,0
9,7,Flavour,A,0
9,7,Flavour,B,0
9,7,Flavour,C,0
9,7,Flavour,D,0
9,8,Sugar,A,0
9,8,Sugar,B,0
9,8,Sugar,C,0
9,8,Sugar,D,0
9,8,PowderMilk,A,0
9,8,PowderMilk,B,0
9,8,PowderMilk,C,0
9,8,PowderMilk,D,0
9,8,Flavour,A,0
9,8,Flavour,B,0
9,8,Flavour,C,0
9,8,Flavour,D,0
9,9,Sugar,A,0
9,9,Sugar,B,0
9,9,Sugar,C,0
9,9,Sugar,D,0
9,9,PowderMilk,A,0
9,9,PowderMilk,B,0
9,9,PowderMilk,C,0
9,9,PowderMilk,D,0
9,9,Flavour,A,0
9,9,Flavour,B,0
9,9,Flavour,C,0
9,9,Flavour,D,0
9,10,Sugar,A,57
9,10,Sugar,B,0
9,10,Sugar,C,0
9,10,Sugar,D,0
9,10,PowderMilk,A,44
9,10,PowderMilk,B,0
9,10,PowderMilk,C,0
9,10,PowderMilk,D,0
9,10,Flavour,A,0
9,10,Flavour,B,0
9,10,Flavour,C,0
9,10,Flavour,D,0
9,11,Sugar,A,0
9,11,Sugar,B,0
9,11,Sugar,C,0
9,11,Sugar,D,0
9,11,PowderMilk,A,0
9,11,PowderMilk,B,0
9,11,PowderMilk,C,0
9,11,PowderMilk,D,0
9,11,Flavour,A,0
9,11,Flavour,B,0
9,11,Flavour,C,0
9,11,Flavour,D,0
9,12,Sugar,A,59
9,12,Sugar,B,0
9,12,Sugar,C,0
9,12,Sugar,D,0
9,12,PowderMilk,A,39
9,12,PowderMilk,B,0
9,12,PowderMilk,C,0
9,12,PowderMilk,D,0
9,12,Flavour,A,0
9,12,Flavour,B,0
9,12,Flavour,C,0
9,12,Flavour,D,0
9,13,Sugar,A,0
9,13,Sugar,B,0
9,13,Sugar,C,0
9,13,Sugar,D,0
9,13,PowderMilk,A,0
9,13,PowderMilk,B,0
9,13,PowderMilk,C,0
9,13,PowderMilk,D,0
9,13,Flavour,A,0
9,13,Flavour,B,0
9,13,Flavour,C,0
9,13,Flavour,D,0
9,14,Sugar,A,0
9,14,Sugar,B,0
9,14,Sugar,C,0
9,14,Sugar,D,0
9,14,PowderMilk,A,0
9,14,PowderMilk,B,0
9,14,PowderMilk,C,0
9,14,PowderMilk,D,0
9,14,Flavour,A,0
9,14,Flavour,B,0
9,14,Flavour,C,0
9,14,Flavour,D,0
9,15,Sugar,A,0
9,15,Sugar,B,0
9,15,Sugar,C,0
9,15,Sugar,D,0
9,15,PowderMilk,A,0
9,15,PowderMilk,B,0
9,15,PowderMilk,C,0
9,15,PowderMilk,D,0
9,15,Flavour,A,0
9,15,Flavour,B,0
9,15,Flavour,C,0
9,15,Flavour,D,0
9,16,Sugar,A,0
9,16,Sugar,B,0
9,16,Sugar,C,0
9,16,Sugar,D,0
9,16,PowderMilk,A,0
9,16,PowderMilk,B,0
9,16,PowderMilk,C,0
9,16,PowderMilk,D,0
9,16,Flavour,A,0
9,16,Flavour,B,0
9,16,Flavour,C,0
9,16,Flavour,D,0
9,17,Sugar,A,0
9,17,Sugar,B,0
9,17,Sugar,C,0
9,17,Sugar,D,0
9,17,PowderMilk,A,0
9,17,PowderMilk,B,0
9,17,PowderMilk,C,0
9,17,PowderMilk,D,0
9,17,Flavour,A,0
9,17,Flavour,B,0
9,17,Flavour,C,0
9,17,Flavour,D,0
9,18,Sugar,A,0
9,18,Sugar,B,0
9,18,Sugar,C,0
9,18,Sugar,D,0
9,18,PowderMilk,A,0
9,18,PowderMilk,B,0
9,18,PowderMilk,C,0
9,18,PowderMilk,D,0
9,18,Flavour,A,0
9,18,Flavour,B,0
9,18,Flavour,C,0
9,18,Flavour,D,0
9,19,Sugar,A,0
9,19,Sugar,B,0
9,19,Sugar,C,0
9,19,Sugar,D,0
9,19,PowderMilk,A,0
9,19,PowderMilk,B,0
9,19,PowderMilk,C,0
9,19,PowderMilk,D,0
9,19,Flavour,A,0
9,19,Flavour,B,0
9,19,Flavour,C,0
9,19,Flavour,D,0
9,20,Sugar,A,0
9,20,Sugar,B,0
9,20,Sugar,C,0
9,20,Sugar,D,0
9,20,PowderMilk,A,0
9,20,PowderMilk,B,0
9,20,PowderMilk,C,0
9,20,PowderMilk,D,0
9,20,Flavour,A,0
9,20,Flavour,B,0
9,20,Flavour,C,0
9,20,Flavour,D,0
9,21,Sugar,A,0
9,21,Sugar,B,0
9,21,Sugar,C,0
9,21,Sugar,D,0
9,21,PowderMilk,A,0
9,21,PowderMilk,B,0
9,21,PowderMilk,C,0
9,21,PowderMilk,D,0
9,21,Flavour,A,0
9,21,Flavour,B,0
9,21,Flavour,C,0
9,21,Flavour,D,0
9,22,Sugar,A,0
9,22,Sugar,B,0
9,22,Sugar,C,0
9,22,Sugar,D,0
9,22,PowderMilk,A,0
9,22,PowderMilk,B,0
9,22,PowderMilk,C,0
9,22,PowderMilk,D,0
9,22,Flavour,A,0
9,22,Flavour,B,0
9,22,Flavour,C,0
9,22,Flavour,D,0
9,23,Sugar,A,0
9,23,Sugar,B,0
9,23,Sugar,C,0
9,23,Sugar,D,0
9,23,PowderMilk,A,0
9,23,PowderMilk,B,0
9,23,PowderMilk,C,0
9,23,PowderMilk,D,0
9,23,Flavour,A,0
9,23,Flavour,B,0
9,23,Flavour,C,0
9,23,Flavour,D,0
9,24,Sugar,A,34
9,24,Sugar,B,0
9,24,Sugar,C,0
9,24,Sugar,D,0
9,24,PowderMilk,A,18
9,24,PowderMilk,B,0
9,24,PowderMilk,C,0
9,24,PowderMilk,D,0
9,24,Flavour,A,31
9,24,Flavour,B,0
9,24,Flavour,C,0
9,24,Flavour,D,0
9,25,Sugar,A,0
9,25,Sugar,B,0
9,25,Sugar,C,0
9,25,Sugar,D,0
9,25,PowderMilk,A,0
9,25,PowderMilk,B,0
9,25,PowderMilk,C,0
9,25,PowderMilk,D,0
9,25,Flavour,A,0
9,25,Flavour,B,0
9,25,Flavour,C,0
9,25,Flavour,D,0
9,26,Sugar,A,0
9,26,Sugar,B,0
9,26,Sugar,C,0
9,26,Sugar,D,0
9,26,PowderMilk,A,0
9,26,PowderMilk,B,0
9,26,PowderMilk,C,0
9,26,PowderMilk,D,0
9,26,Flavour,A,0
9,26,Flavour,B,0
9,26,Flavour,C,0
9,26,Flavour,D,0
9,27,Sugar,A,0
9,27,Sugar,B,0
9,27,Sugar,C,0
9,27,Sugar,D,0
9,27,PowderMilk,A,0
9,27,PowderMilk,B,0
9,27,PowderMilk,C,0
9,27,PowderMilk,D,0
9,27,Flavour,A,0
9,27,Flavour,B,0
9,27,Flavour,C,0
9,27,Flavour,D,0
9,28,Sugar,A,0
9,28,Sugar,B,0
9,28,Sugar,C,0
9,28,Sugar,D,0
9,28,PowderMilk,A,0
9,28,PowderMilk,B,0
9,28,PowderMilk,C,0
9,28,PowderMilk,D,0
9,28,Flavour,A,0
9,28,Flavour,B,0
9,28,Flavour,C,0
9,28,Flavour,D,0
9,29,Sugar,A,0
9,29,Sugar,B,0
9,29,Sugar,C,0
9,29,Sugar,D,0
9,29,PowderMilk,A,0
9,29,PowderMilk,B,0
9,29,PowderMilk,C,0
9,29,PowderMilk,D,0
9,29,Flavour,A,0
9,29,Flavour,B,0
9,29,Flavour,C,0
9,29,Flavour,D,0
9,30,Sugar,A,0
9,30,Sugar,B,0
9,30,Sugar,C,0
9,30,Sugar,D,0
9,30,PowderMilk,A,0
9,30,PowderMilk,B,0
9,30,PowderMilk,C,0
9,30,PowderMilk,D,0
9,30,Flavour,A,0
9,30,Flavour,B,0
9,30,Flavour,C,0
9,30,Flavour,D,0
10,1,Sugar,A,0
10,1,Sugar,B,0
10,1,Sugar,C,0
10,1,Sugar,D,0
10,1,PowderMilk,A,0
10,1,PowderMilk,B,0
10,1,PowderMilk,C,0
10,1,PowderMilk,D,0
10,1,Flavour,A,0
10,1,Flavour,B,0
10,1,Flavour,C,0
10,1,Flavour,D,0
10,2,Sugar,A,0
10,2,Sugar,B,0
10,2,Sugar,C,0
10,2,Sugar,D,0
10,2,PowderMilk,A,0
10,2,PowderMilk,B,0
10,2,PowderMilk,C,0
10,2,PowderMilk,D,0
10,2,Flavour,A,0
10,2,Flavour,B,0
10,2,Flavour,C,0
10,2,Flavour,D,0
10,3,Sugar,A,0
10,3,Sugar,B,0
10,3,Sugar,C,0
10,3,Sugar,D,0
10,3,PowderMilk,A,0
10,3,PowderMilk,B,0
10,3,PowderMilk,C,0
10,3,PowderMilk,D,0
10,3,Flavour,A,0
10,3,Flavour,B,0
10,3,Flavour,C,0
10,3,Flavour,D,0
10,4,Sugar,A,0
10,4,Sugar,B,0
10,4,Sugar,C,0
10,4,Sugar,D,0
10,4,PowderMilk,A,0
10,4,PowderMilk,B,0
10,4,PowderMilk,C,0
10,4,PowderMilk,D,0
10,4,Flavour,A,0
10,4,Flavour,B,0
10,4,Flavour,C,0
10,4,Flavour,D,0
10,5,Sugar,A,0
10,5,Sugar,B,0
10,5,Sugar,C,0
10,5,Sugar,D,0
10,5,PowderMilk,A,0
10,5,PowderMilk,B,0
10,5,PowderMilk,C,0
10,5,PowderMilk,D,0
10,5,Flavour,A,0
10,5,Flavour,B,0
10,5,Flavour,C,0
10,5,Flavour,D,0
10,6,Sugar,A,0
10,6,Sugar,B,0
10,6,Sugar,C,0
10,6,Sugar,D,0
10,6,PowderMilk,A,0
10,6,PowderMilk,B,0
10,6,PowderMilk,C,0
10,6,PowderMilk,D,0
10,6,Flavour,A,0
10,6,Flavour,B,0
10,6,Flavour,C,0
10,6,Flavour,D,0
10,7,Sugar,A,0
10,7,Sugar,B,0
10,7,Sugar,C,0
10,7,Sugar,D,0
10,7,PowderMilk,A,0
10,7,PowderMilk,B,0
10,7,PowderMilk,C,0
10,7,PowderMilk,D,0
10,7,Flavour,A,0
10,7,Flavour,B,0
10,7,Flavour,C,0
10,7,Flavour,D,0
10,8,Sugar,A,0
10,8,Sugar,B,0
10,8,Sugar,C,0
10,8,Sugar,D,0
10,8,PowderMilk,A,0
10,8,PowderMilk,B,0
10,8,PowderMilk,C,0
10,8,PowderMilk,D,0
10,8,Flavour,A,0
10,8,Flavour,B,0
10,8,Flavour,C,0
10,8,Flavour,D,0
10,9,Sugar,A,0
10,9,Sugar,B,0
10,9,Sugar,C,0
10,9,Sugar,D,0
10,9,PowderMilk,A,0
10,9,PowderMilk,B,0
10,9,PowderMilk,C,0
10,9,PowderMilk,D,0
10,9,Flavour,A,0
10,9,Flavour,B,0
10,9,Flavour,C,0
10,9,Flavour,D,0
10,10,Sugar,A,0
10,10,Sugar,B,0
10,10,Sugar,C,0
10,10,Sugar,D,0
10,10,PowderMilk,A,0
10,10,PowderMilk,B,0
10,10,PowderMilk,C,0
10,10,PowderMilk,D,0
10,10,Flavour,A,0
10,10,Flavour,B,0
10,10,Flavour,C,0
10,10,Flavour,D,0
10,11,Sugar,A,0
10,11,Sugar,B,0
10,11,Sugar,C,0
10,11,Sugar,D,0
10,11,PowderMilk,A,0
10,11,PowderMilk,B,0
10,11,PowderMilk,C,0
10,11,PowderMilk,D,0
10,11,Flavour,A,0
10,11,Flavour,B,0
10,11,Flavour,C,0
10,11,Flavour,D,0
10,12,Sugar,A,0
10,12,Sugar,B,0
10,12,Sugar,C,0
10,12,Sugar,D,0
10,12,PowderMilk,A,0
10,12,PowderMilk,B,0
10,12,PowderMilk,C,0
10,12,PowderMilk,D,0
10,12,Flavour,A,0
10,12,Flavour,B,0
10,12,Flavour,C,0
10,12,Flavour,D,0
10,13,Sugar,A,0
10,13,Sugar,B,0
10,13,Sugar,C,0
10,13,Sugar,D,0
10,13,PowderMilk,A,21
10,13,PowderMilk,B,0
10,13,PowderMilk,C,0
10,13,PowderMilk,D,0
10,13,Flavour,A,40
10,13,Flavour,B,0
10,13,Flavour,C,0
10,13,Flavour,D,0
10,14,Sugar,A,0
10,14,Sugar,B,0
10,14,Sugar,C,0
10,14,Sugar,D,0
10,14,PowderMilk,A,0
10,14,PowderMilk,B,0
10,14,PowderMilk,C,0
10,14,PowderMilk,D,0
10,14,Flavour,A,0
10,14,Flavour,B,0
10,14,Flavour,C,0
10,14,Flavour,D,0
10,15,Sugar,A,0
10,15,Sugar,B,0
10,15,Sugar,C,0
10,15,Sugar,D,0
10,15,PowderMilk,A,0
10,15,PowderMilk,B,0
10,15,PowderMilk,C,0
10,15,PowderMilk,D,0
10,15,Flavour,A,0
10,15,Flavour,B,0
10,15,Flavour,C,0
10,15,Flavour,D,0
10,16,Sugar,A,0
10,16,Sugar,B,0
10,16,Sugar,C,0
10,16,Sugar,D,0
10,16,PowderMilk,A,0
10,16,PowderMilk,B,0
10,16,PowderMilk,C,0
10,16,PowderMilk,D,0
10,16,Flavour,A,0
10,16,Flavour,B,0
10,16,Flavour,C,0
10,16,Flavour,D,0
10,17,Sugar,A,0
10,17,Sugar,B,0
10,17,Sugar,C,0
10,17,Sugar,D,0
10,17,PowderMilk,A,0
10,17,PowderMilk,B,0
10,17,PowderMilk,C,0
10,17,PowderMilk,D,0
10,17,Flavour,A,0
10,17,Flavour,B,0
10,17,Flavour,C,0
10,17,Flavour,D,0
10,18,Sugar,A,0
10,18,Sugar,B,0
10,18,Sugar,C,0
10,18,Sugar,D,0
10,18,PowderMilk,A,0
10,18,PowderMilk,B,0
10,18,PowderMilk,C,0
10,18,PowderMilk,D,0
10,18,Flavour,A,0
10,18,Flavour,B,0
10,18,Flavour,C,0
10,18,Flavour,D,0
10,19,Sugar,A,31
10,19,Sugar,B,0
10,19,Sugar,C,0
10,19,Sugar,D,0
10,19,PowderMilk,A,123
10,19,PowderMilk,B,0
10,19,PowderMilk,C,0
10,19,PowderMilk,D,0
10,19,Flavour,A,35
10,19,Flavour,B,0
10,19,Flavour,C,0
10,19,Flavour,D,0
10,20,Sugar,A,0
10,20,Sugar,B,0
10,20,Sugar,C,0
10,20,Sugar,D,0
10,20,PowderMilk,A,0
10,20,PowderMilk,B,0
10,20,PowderMilk,C,0
10,20,PowderMilk,D,0
10,20,Flavour,A,0
10,20,Flavour,B,0
10,20,Flavour,C,0
10,20,Flavour,D,0
10,21,Sugar,A,0
10,21,Sugar,B,0
10,21,Sugar,C,0
10,21,Sugar,D,0
10,21,PowderMilk,A,0
10,21,PowderMilk,B,0
10,21,PowderMilk,C,0
10,21,PowderMilk,D,0
10,21,Flavour,A,0
10,21,Flavour,B,0
10,21,Flavour,C,0
10,21,Flavour,D,0
10,22,Sugar,A,0
10,22,Sugar,B,0
10,22,Sugar,C,0
10,22,Sugar,D,0
10,22,PowderMilk,A,0
10,22,PowderMilk,B,0
10,22,PowderMilk,C,0
10,22,PowderMilk,D,0
10,22,Flavour,A,0
10,22,Flavour,B,0
10,22,Flavour,C,0
10,22,Flavour,D,0
10,23,Sugar,A,0
10,23,Sugar,B,0
10,23,Sugar,C,0
10,23,Sugar,D,0
10,23,PowderMilk,A,0
10,23,PowderMilk,B,0
10,23,PowderMilk,C,0
10,23,PowderMilk,D,0
10,23,Flavour,A,0
10,23,Flavour,B,0
10,23,Flavour,C,0
10,23,Flavour,D,0
10,24,Sugar,A,0
10,24,Sugar,B,0
10,24,Sugar,C,0
10,24,Sugar,D,0
10,24,PowderMilk,A,0
10,24,PowderMilk,B,0
10,24,PowderMilk,C,0
10,24,PowderMilk,D,0
10,24,Flavour,A,0
10,24,Flavour,B,0
10,24,Flavour,C,0
10,24,Flavour,D,0
10,25,Sugar,A,0
10,25,Sugar,B,0
10,25,Sugar,C,0
10,25,Sugar,D,0
10,25,PowderMilk,A,0
10,25,PowderMilk,B,0
10,25,PowderMilk,C,0
10,25,PowderMilk,D,0
10,25,Flavour,A,0
10,25,Flavour,B,0
10,25,Flavour,C,0
10,25,Flavour,D,0
10,26,Sugar,A,0
10,26,Sugar,B,0
10,26,Sugar,C,0
10,26,Sugar,D,0
10,26,PowderMilk,A,0
10,26,PowderMilk,B,0
10,26,PowderMilk,C,0
10,26,PowderMilk,D,0
10,26,Flavour,A,0
10,26,Flavour,B,0
10,26,Flavour,C,0
10,26,Flavour,D,0
10,27,Sugar,A,0
10,27,Sugar,B,0
10,27,Sugar,C,0
10,27,Sugar,D,0
10,27,PowderMilk,A,0
10,27,PowderMilk,B,0
10,27,PowderMilk,C,0
10,27,PowderMilk,D,0
10,27,Flavour,A,0
10,27,Flavour,B,0
10,27,Flavour,C,0
10,27,Flavour,D,0
10,28,Sugar,A,0
10,28,Sugar,B,0
10,28,Sugar,C,0
10,28,Sugar,D,0
10,28,PowderMilk,A,0
10,28,PowderMilk,B,0
10,28,PowderMilk,C,0
10,28,PowderMilk,D,0
10,28,Flavour,A,0
10,28,Flavour,B,0
10,28,Flavour,C,0
10,28,Flavour,D,0
10,29,Sugar,A,0
10,29,Sugar,B,0
10,29,Sugar,C,0
10,29,Sugar,D,0
10,29,PowderMilk,A,0
10,29,PowderMilk,B,0
10,29,PowderMilk,C,0
10,29,PowderMilk,D,0
10,29,Flavour,A,0
10,29,Flavour,B,0
10,29,Flavour,C,0
10,29,Flavour,D,0
10,30,Sugar,A,15
10,30,Sugar,B,0
10,30,Sugar,C,0
10,30,Sugar,D,0
10,30,PowderMilk,A,0
10,30,PowderMilk,B,0
10,30,PowderMilk,C,0
10,30,PowderMilk,D,0
10,30,Flavour,A,5
10,30,Flavour,B,0
10,30,Flavour,C,0
10,30,Flavour,D,0
11,1,Sugar,A,0
11,1,Sugar,B,0
11,1,Sugar,C,0
11,1,Sugar,D,0
11,1,PowderMilk,A,0
11,1,PowderMilk,B,0
11,1,PowderMilk,C,0
11,1,PowderMilk,D,0
11,1,Flavour,A,0
11,1,Flavour,B,0
11,1,Flavour,C,0
11,1,Flavour,D,0
11,2,Sugar,A,0
11,2,Sugar,B,0
11,2,Sugar,C,0
11,2,Sugar,D,0
11,2,PowderMilk,A,0
11,2,PowderMilk,B,0
11,2,PowderMilk,C,0
11,2,PowderMilk,D,0
11,2,Flavour,A,0
11,2,Flavour,B,0
11,2,Flavour,C,0
11,2,Flavour,D,0
11,3,Sugar,A,0
11,3,Sugar,B,0
11,3,Sugar,C,0
11,3,Sugar,D,0
11,3,PowderMilk,A,0
11,3,PowderMilk,B,0
11,3,PowderMilk,C,0
11,3,PowderMilk,D,0
11,3,Flavour,A,0
11,3,Flavour,B,0
11,3,Flavour,C,0
11,3,Flavour,D,0
11,4,Sugar,A,0
11,4,Sugar,B,0
11,4,Sugar,C,0
11,4,Sugar,D,0
11,4,PowderMilk,A,0
11,4,PowderMilk,B,0
11,4,PowderMilk,C,0
11,4,PowderMilk,D,0
11,4,Flavour,A,0
11,4,Flavour,B,0
11,4,Flavour,C,0
11,4,Flavour,D,0
11,5,Sugar,A,0
11,5,Sugar,B,0
11,5,Sugar,C,0
11,5,Sugar,D,0
11,5,PowderMilk,A,0
11,5,PowderMilk,B,0
11,5,PowderMilk,C,0
11,5,PowderMilk,D,0
11,5,Flavour,A,0
11,5,Flavour,B,0
11,5,Flavour,C,0
11,5,Flavour,D,0
11,6,Sugar,A,0
11,6,Sugar,B,0
11,6,Sugar,C,0
11,6,Sugar,D,0
11,6,PowderMilk,A,0
11,6,PowderMilk,B,0
11,6,PowderMilk,C,0
11,6,PowderMilk,D,0
11,6,Flavour,A,0
11,6,Flavour,B,0
11,6,Flavour,C,0
11,6,Flavour,D,0
11,7,Sugar,A,0
11,7,Sugar,B,0
11,7,Sugar,C,0
11,7,Sugar,D,0
11,7,PowderMilk,A,0
11,7,PowderMilk,B,0
11,7,PowderMilk,C,0
11,7,PowderMilk,D,0
11,7,Flavour,A,0
11,7,Flavour,B,0
11,7,Flavour,C,0
11,7,Flavour,D,0
11,8,Sugar,A,0
11,8,Sugar,B,0
11,8,Sugar,C,0
11,8,Sugar,D,0
11,8,PowderMilk,A,0
11,8,PowderMilk,B,0
11,8,PowderMilk,C,0
11,8,PowderMilk,D,0
11,8,Flavour,A,0
11,8,Flavour,B,0
11,8,Flavour,C,0
11,8,Flavour,D,0
11,9,Sugar,A,0
11,9,Sugar,B,0
11,9,Sugar,C,0
11,9,Sugar,D,0
11,9,PowderMilk,A,0
11,9,PowderMilk,B,0
11,9,PowderMilk,C,0
11,9,PowderMilk,D,0
11,9,Flavour,A,0
11,9,Flavour,B,0
11,9,Flavour,C,0
11,9,Flavour,D,0
11,10,Sugar,A,0
11,10,Sugar,B,0
11,10,Sugar,C,0
11,10,Sugar,D,0
11,10,PowderMilk,A,0
11,10,PowderMilk,B,0
11,10,PowderMilk,C,0
11,10,PowderMilk,D,0
11,10,Flavour,A,0
11,10,Flavour,B,0
11,10,Flavour,C,0
11,10,Flavour,D,0
11,11,Sugar,A,0
11,11,Sugar,B,0
11,11,Sugar,C,0
11,11,Sugar,D,0
11,11,PowderMilk,A,0
11,11,PowderMilk,B,0
11,11,PowderMilk,C,0
11,11,PowderMilk,D,0
11,11,Flavour,A,0
11,11,Flavour,B,0
11,11,Flavour,C,0
11,11,Flavour,D,0
11,12,Sugar,A,0
11,12,Sugar,B,0
11,12,Sugar,C,0
11,12,Sugar,D,0
11,12,PowderMilk,A,0
11,12,PowderMilk,B,0
11,12,PowderMilk,C,0
11,12,PowderMilk,D,0
11,12,Flavour,A,0
11,12,Flavour,B,0
11,12,Flavour,C,0
11,12,Flavour,D,0
11,13,Sugar,A,0
11,13,Sugar,B,0
11,13,Sugar,C,0
11,13,Sugar,D,0
11,13,PowderMilk,A,0
11,13,PowderMilk,B,0
11,13,PowderMilk,C,0
11,13,PowderMilk,D,0
11,13,Flavour,A,0
11,13,Flavour,B,0
11,13,Flavour,C,0
11,13,Flavour,D,0
11,14,Sugar,A,0
11,14,Sugar,B,0
11,14,Sugar,C,0
11,14,Sugar,D,0
11,14,PowderMilk,A,0
11,14,PowderMilk,B,0
11,14,PowderMilk,C,0
11,14,PowderMilk,D,0
11,14,Flavour,A,0
11,14,Flavour,B,0
11,14,Flavour,C,0
11,14,Flavour,D,0
11,15,Sugar,A,0
11,15,Sugar,B,0
11,15,Sugar,C,0
11,15,Sugar,D,0
11,15,PowderMilk,A,0
11,15,PowderMilk,B,0
11,15,PowderMilk,C,0
11,15,PowderMilk,D,0
11,15,Flavour,A,0
11,15,Flavour,B,0
11,15,Flavour,C,0
11,15,Flavour,D,0
11,16,Sugar,A,0
11,16,Sugar,B,0
11,16,Sugar,C,0
11,16,Sugar,D,0
11,16,PowderMilk,A,0
11,16,PowderMilk,B,0
11,16,PowderMilk,C,0
11,16,PowderMilk,D,0
11,16,Flavour,A,0
11,16,Flavour,B,0
11,16,Flavour,C,0
11,16,Flavour,D,0
11,17,Sugar,A,0
11,17,Sugar,B,0
11,17,Sugar,C,0
11,17,Sugar,D,0
11,17,PowderMilk,A,0
11,17,PowderMilk,B,0
11,17,PowderMilk,C,0
11,17,PowderMilk,D,0
11,17,Flavour,A,0
11,17,Flavour,B,0
11,17,Flavour,C,0
11,17,Flavour,D,0
11,18,Sugar,A,0
11,18,Sugar,B,0
11,18,Sugar,C,0
11,18,Sugar,D,0
11,18,PowderMilk,A,0
11,18,PowderMilk,B,0
11,18,PowderMilk,C,0
11,18,PowderMilk,D,0
11,18,Flavour,A,0
11,18,Flavour,B,0
11,18,Flavour,C,0
11,18,Flavour,D,0
11,19,Sugar,A,0
11,19,Sugar,B,0
11,19,Sugar,C,0
11,19,Sugar,D,0
11,19,PowderMilk,A,0
11,19,PowderMilk,B,0
11,19,PowderMilk,C,0
11,19,PowderMilk,D,0
11,19,Flavour,A,0
11,19,Flavour,B,0
11,19,Flavour,C,0
